project_id,project_name,state,district,stage,start_date,target_completion_date,actual_or_projected_date,planned_duration_days,compensation_pct,legal_case,rr_status,affected_families,budget_crores,latitude,longitude,delay_days,delay_flag,clr_completed_pct,sector,cost_overrun_pct
PRJ-TA-1108,Chennai Expressway Link Road,Tamil Nadu,Chennai,Social Impact Assessment (SIA),2023-12-16,2025-10-23,2026-08-26,677,10.9,1,Pending,588,793.22,13.08393,80.27706,307,1,99.92,Road Transport and Highways,0.0
PRJ-TA-1109,Coimbatore Smart City Bypass,Tamil Nadu,Coimbatore,Social Impact Assessment (SIA),2024-01-21,2024-12-23,2025-07-08,337,21.2,0,Pending,2862,693.53,11.05219,76.88279,197,1,99.92,Road Transport and Highways,0.0
PRJ-OD-1110,Sambalpur Smart City Bypass,Odisha,Sambalpur,Section 11 Notification,2024-04-04,2025-05-28,2025-09-25,419,38.5,0,Pending,1292,1938.94,21.44575,84.05274,120,1,99.88,Road Transport and Highways,0.0
PRJ-TA-1111,Chennai Multi-Modal Logistics Park,Tamil Nadu,Chennai,Award of Compensation (Section 23/30),2024-06-24,2026-02-22,2026-03-01,608,56.2,0,Completed,842,3387.0,13.01105,80.26759,7,0,99.92,Road Transport and Highways,0.0
PRJ-AN-1112,Visakhapatnam High-Speed Rail Corridor,Andhra Pradesh,Visakhapatnam,Possession & Physical Transfer,2024-06-12,2025-04-15,2025-11-28,307,86.2,1,Completed,3150,1104.96,17.73977,83.15317,227,1,98.75,Road Transport and Highways,0.0
PRJ-MA-1113,Pune Multi-Modal Logistics Park,Maharashtra,Pune,Section 4 - Preliminary Notification,2024-02-10,2026-01-04,2026-04-29,694,5.6,0,Pending,1606,1402.77,18.44491,73.92563,115,1,99.96,Road Transport and Highways,0.0
PRJ-GU-1114,Surat Expressway Link Road,Gujarat,Surat,Section 4 - Preliminary Notification,2023-10-21,2025-08-14,2025-08-14,663,7.0,0,Pending,593,2481.84,21.18866,72.89604,0,0,99.99,Road Transport and Highways,0.0
PRJ-UT-1115,Kanpur Dedicated Freight Corridor,Uttar Pradesh,Kanpur,Social Impact Assessment (SIA),2024-07-15,2026-07-05,2027-02-14,720,7.4,1,Pending,1205,1567.9,26.43707,80.37892,224,1,96.79,Road Transport and Highways,0.0
PRJ-RA-1116,Jaipur Smart City Bypass,Rajasthan,Jaipur,Award of Compensation (Section 23/30),2023-01-17,2024-12-24,2025-11-24,707,69.3,1,Completed,2968,2076.41,26.87089,75.77395,335,1,97.33,Road Transport and Highways,0.0
PRJ-RA-1117,Jodhpur Industrial Corridor Node,Rajasthan,Jodhpur,Section 4 - Preliminary Notification,2024-06-22,2026-05-22,2026-12-07,699,5.9,1,Pending,2104,2784.48,26.23412,73.04601,199,1,97.33,Road Transport and Highways,0.0
PRJ-KA-1118,Bengaluru Urban High-Speed Rail Corridor,Karnataka,Bengaluru Urban,Section 11 Notification,2023-09-04,2024-06-16,2024-09-23,286,19.0,0,In Progress,3036,2734.53,12.97896,77.64476,99,1,95.73,Road Transport and Highways,0.0
PRJ-OD-1119,Sambalpur Greenfield Airport Access Highway,Odisha,Sambalpur,Possession & Physical Transfer,2023-07-06,2024-05-19,2025-02-07,318,80.0,1,Completed,1899,361.39,21.52863,83.9517,264,1,99.88,Road Transport and Highways,0.0
PRJ-AN-1120,Visakhapatnam Greenfield Airport Access Highway,Andhra Pradesh,Visakhapatnam,Section 11 Notification,2023-02-07,2024-02-17,2024-06-08,375,25.0,0,Pending,220,1108.47,17.73469,83.20841,112,1,98.75,Road Transport and Highways,0.0
PRJ-KA-1121,Mysuru Industrial Corridor Node,Karnataka,Mysuru,Social Impact Assessment (SIA),2024-05-23,2026-04-12,2026-11-20,689,6.7,1,In Progress,2151,1380.61,12.22843,76.65579,222,1,95.73,Road Transport and Highways,0.0
PRJ-TA-1122,Coimbatore High-Speed Rail Corridor,Tamil Nadu,Coimbatore,Section 4 - Preliminary Notification,2023-12-02,2025-03-28,2025-07-19,482,2.5,0,Pending,2493,1176.76,11.00783,76.94734,113,1,99.92,Road Transport and Highways,0.0
PRJ-OD-1123,Bhubaneswar Metro Rail Phase-II,Odisha,Bhubaneswar,Possession & Physical Transfer,2023-02-28,2023-11-11,2024-11-12,256,95.0,1,Completed,1688,2398.47,20.36855,85.76734,367,1,99.88,Road Transport and Highways,0.0
PRJ-MA-1124,Nagpur Expressway Link Road,Maharashtra,Nagpur,Section 4 - Preliminary Notification,2023-08-30,2025-03-07,2025-11-27,555,2.3,1,Pending,2348,1363.2,21.13779,79.06755,265,1,99.96,Road Transport and Highways,0.0
PRJ-GU-1125,Surat River Valley Hydro Irrigation Link,Gujarat,Surat,Section 11 Notification,2024-02-12,2025-06-27,2025-09-26,501,15.8,0,Pending,1047,2326.03,21.17005,72.81302,91,1,99.99,Road Transport and Highways,0.0
PRJ-UT-1126,Kanpur Metro Rail Phase-II,Uttar Pradesh,Kanpur,Possession & Physical Transfer,2024-04-01,2025-05-05,2025-05-05,399,100.0,0,Completed,1194,3487.82,26.39162,80.26375,0,0,96.79,Road Transport and Highways,0.0
PRJ-OD-1127,Sambalpur High-Speed Rail Corridor,Odisha,Sambalpur,Possession & Physical Transfer,2023-11-24,2025-05-12,2026-03-09,535,97.3,1,Completed,2277,2526.96,21.50079,84.04957,301,1,99.88,Road Transport and Highways,0.0
PRJ-RA-1128,Jodhpur Dedicated Freight Corridor,Rajasthan,Jodhpur,Section 4 - Preliminary Notification,2023-07-25,2024-06-11,2025-04-12,322,8.3,1,Pending,2048,943.07,26.21793,73.07289,305,1,97.33,Road Transport and Highways,0.0
PRJ-MA-1129,Thane High-Speed Rail Corridor,Maharashtra,Thane,Section 11 Notification,2024-02-12,2025-12-13,2027-02-28,670,32.2,1,Pending,3175,1911.08,19.29388,73.00087,442,1,99.96,Road Transport and Highways,0.0
PRJ-KA-1130,Bengaluru Urban Expressway Link Road,Karnataka,Bengaluru Urban,Award of Compensation (Section 23/30),2023-07-06,2024-05-13,2024-07-02,312,73.3,0,Completed,251,1599.27,12.91795,77.56623,50,1,95.73,Road Transport and Highways,0.0
PRJ-UT-1131,Lucknow Industrial Corridor Node,Uttar Pradesh,Lucknow,Award of Compensation (Section 23/30),2023-10-18,2024-07-04,2024-10-05,260,62.4,0,Completed,2626,989.53,26.86501,80.88115,93,1,96.79,Road Transport and Highways,0.0
PRJ-WE-1132,Kolkata Smart City Bypass,West Bengal,Kolkata,Social Impact Assessment (SIA),2023-06-25,2024-12-01,2026-01-09,525,22.3,1,Pending,2333,2972.48,22.49987,88.38653,404,1,99.57,Road Transport and Highways,0.0
PRJ-WE-1133,Kolkata Multi-Modal Logistics Park,West Bengal,Kolkata,Award of Compensation (Section 23/30),2023-02-01,2024-12-21,2025-09-16,689,93.0,1,Completed,2259,3128.14,22.53178,88.41308,269,1,99.57,Road Transport and Highways,0.0
PRJ-MA-1134,Thane National Highway Expansion,Maharashtra,Thane,Social Impact Assessment (SIA),2024-03-26,2025-11-21,2025-12-02,605,7.9,0,In Progress,860,1772.24,19.25577,73.03582,11,0,99.96,Road Transport and Highways,0.0
PRJ-GU-1135,Surat Industrial Corridor Node,Gujarat,Surat,Award of Compensation (Section 23/30),2024-07-29,2025-05-13,2026-03-08,288,70.2,1,In Progress,1935,1219.04,21.10569,72.79753,299,1,99.99,Road Transport and Highways,0.0
PRJ-UT-1136,Lucknow Expressway Link Road,Uttar Pradesh,Lucknow,Section 11 Notification,2024-08-14,2025-12-27,2025-12-27,500,30.4,0,In Progress,677,785.94,26.90735,80.94578,0,0,96.79,Road Transport and Highways,0.0
PRJ-KA-1137,Mysuru River Valley Hydro Irrigation Link,Karnataka,Mysuru,Section 19 Declaration (R&R Scheme),2023-09-04,2024-10-08,2025-02-07,400,52.3,1,In Progress,224,2104.2,12.26152,76.56071,122,1,95.73,Road Transport and Highways,0.0
PRJ-GU-1138,Surat Metro Rail Phase-II,Gujarat,Surat,Possession & Physical Transfer,2024-01-10,2025-08-24,2026-06-10,592,89.0,1,Completed,1665,1375.89,21.13638,72.81292,290,1,99.99,Road Transport and Highways,0.0
PRJ-MA-1139,Bhopal Smart City Bypass,Madhya Pradesh,Bhopal,Section 4 - Preliminary Notification,2023-05-12,2024-02-15,2024-09-08,279,5.5,1,Pending,1413,1469.58,23.20298,77.42899,206,1,99.97,Road Transport and Highways,0.0
PRJ-MA-1140,Nagpur National Highway Expansion,Maharashtra,Nagpur,Section 4 - Preliminary Notification,2023-05-21,2024-10-23,2025-08-05,521,9.1,1,Pending,2152,2843.29,21.14828,79.06067,286,1,99.96,Road Transport and Highways,0.0
PRJ-KA-1141,Mysuru Smart City Bypass,Karnataka,Mysuru,Possession & Physical Transfer,2023-11-03,2025-04-10,2026-02-13,524,92.7,1,Completed,2112,1849.51,12.34632,76.61834,309,1,95.73,Road Transport and Highways,0.0
PRJ-WE-1142,Kolkata Metro Rail Phase-II,West Bengal,Kolkata,Possession & Physical Transfer,2023-01-28,2024-11-23,2025-02-09,665,94.4,0,Completed,2710,1039.53,22.60802,88.37726,78,1,99.57,Road Transport and Highways,0.0
PRJ-BI-1143,Patna Smart City Bypass,Bihar,Patna,Section 19 Declaration (R&R Scheme),2023-06-01,2024-08-02,2025-08-13,428,30.9,1,In Progress,2894,255.76,25.5811,85.12367,376,1,99.55,Road Transport and Highways,0.0
PRJ-RA-1144,Jaipur National Highway Expansion,Rajasthan,Jaipur,Possession & Physical Transfer,2023-05-22,2025-05-02,2025-05-30,711,87.0,0,Completed,1356,844.59,26.98547,75.78085,28,0,97.33,Road Transport and Highways,0.0
PRJ-TA-1145,Coimbatore River Valley Hydro Irrigation Link,Tamil Nadu,Coimbatore,Section 11 Notification,2023-09-28,2025-08-03,2025-09-20,675,24.0,0,In Progress,1034,794.08,11.06019,76.98858,48,1,99.92,Road Transport and Highways,0.0
PRJ-RA-1146,Jaipur Industrial Corridor Node,Rajasthan,Jaipur,Section 19 Declaration (R&R Scheme),2023-12-24,2025-03-28,2025-05-12,460,47.1,0,Completed,2373,1114.09,26.96334,75.86004,45,1,97.33,Road Transport and Highways,0.0
PRJ-MA-1147,Nagpur Metro Rail Phase-II,Maharashtra,Nagpur,Possession & Physical Transfer,2023-03-22,2024-09-06,2025-07-02,534,87.0,1,Completed,2711,3245.43,21.15197,79.15748,299,1,99.96,Road Transport and Highways,0.0
PRJ-GU-1148,Ahmedabad Smart City Bypass,Gujarat,Ahmedabad,Possession & Physical Transfer,2024-08-23,2025-10-22,2025-12-23,425,80.6,0,Completed,2768,962.23,22.95853,72.54425,62,1,99.99,Road Transport and Highways,0.0
PRJ-GU-1149,Surat National Highway Expansion,Gujarat,Surat,Award of Compensation (Section 23/30),2023-06-11,2025-01-27,2025-10-02,596,59.0,1,Completed,1973,2337.19,21.14159,72.85444,248,1,99.99,Road Transport and Highways,0.0
PRJ-UT-1150,Lucknow River Valley Hydro Irrigation Link,Uttar Pradesh,Lucknow,Possession & Physical Transfer,2023-02-08,2024-02-02,2024-02-02,359,75.9,0,Completed,745,1549.91,26.89277,80.89601,0,0,96.79,Road Transport and Highways,0.0
PRJ-MA-1151,Nagpur National Highway Expansion,Maharashtra,Nagpur,Section 11 Notification,2024-08-04,2025-05-20,2026-01-03,289,44.7,1,In Progress,1397,3260.32,21.20808,79.02967,228,1,99.96,Road Transport and Highways,0.0
PRJ-UT-1152,Kanpur Dedicated Freight Corridor,Uttar Pradesh,Kanpur,Section 4 - Preliminary Notification,2023-12-05,2024-11-15,2025-10-06,346,2.8,1,Pending,2680,2599.25,26.48776,80.37842,325,1,96.79,Road Transport and Highways,0.0
PRJ-GU-1153,Vadodara Smart City Bypass,Gujarat,Vadodara,Possession & Physical Transfer,2024-02-20,2025-10-29,2025-10-29,617,77.4,0,Completed,380,1876.19,22.30359,73.25093,0,0,99.99,Road Transport and Highways,0.0
PRJ-UT-1154,Kanpur Multi-Modal Logistics Park,Uttar Pradesh,Kanpur,Social Impact Assessment (SIA),2024-04-02,2025-06-29,2025-11-16,453,16.5,1,In Progress,1261,3346.02,26.47449,80.36274,140,1,96.79,Road Transport and Highways,0.0
PRJ-GU-1155,Ahmedabad Greenfield Airport Access Highway,Gujarat,Ahmedabad,Section 11 Notification,2023-06-13,2025-01-28,2025-04-06,595,35.7,0,In Progress,2906,2448.35,23.00131,72.52674,68,1,99.99,Road Transport and Highways,0.0
PRJ-GU-1156,Surat Greenfield Airport Access Highway,Gujarat,Surat,Possession & Physical Transfer,2024-01-18,2025-09-14,2025-11-29,605,95.0,0,Completed,1953,2501.5,21.2121,72.85995,76,1,99.99,Road Transport and Highways,0.0
PRJ-RA-1157,Jodhpur Greenfield Airport Access Highway,Rajasthan,Jodhpur,Award of Compensation (Section 23/30),2024-01-06,2024-09-21,2025-03-29,259,74.6,1,In Progress,484,3222.77,26.25053,72.96828,189,1,97.33,Road Transport and Highways,0.0
PRJ-OD-1158,Sambalpur High-Speed Rail Corridor,Odisha,Sambalpur,Possession & Physical Transfer,2023-07-30,2025-06-09,2026-06-02,680,76.4,1,In Progress,2115,454.65,21.45337,83.99143,358,1,99.88,Road Transport and Highways,0.0
PRJ-TA-1159,Chennai National Highway Expansion,Tamil Nadu,Chennai,Section 19 Declaration (R&R Scheme),2023-09-18,2024-03-19,2024-11-06,183,49.1,1,Pending,2393,2648.45,13.08929,80.20034,232,1,99.92,Road Transport and Highways,0.0
PRJ-OD-1160,Bhubaneswar Expressway Link Road,Odisha,Bhubaneswar,Social Impact Assessment (SIA),2024-03-06,2025-09-20,2026-08-11,563,23.3,1,In Progress,1591,3476.07,20.2762,85.85374,325,1,99.88,Road Transport and Highways,0.0
PRJ-BI-1161,Patna Industrial Corridor Node,Bihar,Patna,Section 4 - Preliminary Notification,2023-07-02,2025-02-03,2025-06-18,582,12.5,0,Pending,3006,1921.62,25.63509,85.21416,135,1,99.55,Road Transport and Highways,0.0
PRJ-AN-1162,Visakhapatnam Multi-Modal Logistics Park,Andhra Pradesh,Visakhapatnam,Award of Compensation (Section 23/30),2024-01-24,2025-03-14,2025-09-29,415,58.5,1,In Progress,1442,979.17,17.61195,83.24413,199,1,98.75,Road Transport and Highways,0.0
PRJ-UT-1163,Lucknow Dedicated Freight Corridor,Uttar Pradesh,Lucknow,Section 4 - Preliminary Notification,2023-04-14,2023-11-14,2024-02-10,214,0.7,0,Pending,2777,1645.58,26.88519,80.93056,88,1,96.79,Road Transport and Highways,0.0
PRJ-UT-1164,Varanasi National Highway Expansion,Uttar Pradesh,Varanasi,Social Impact Assessment (SIA),2024-05-30,2025-09-18,2026-08-17,476,16.5,1,In Progress,3021,934.44,25.2755,83.0341,333,1,96.79,Road Transport and Highways,0.0
PRJ-OD-1165,Bhubaneswar Metro Rail Phase-II,Odisha,Bhubaneswar,Section 11 Notification,2023-03-04,2024-02-26,2025-01-24,359,16.4,1,In Progress,1774,2247.08,20.36675,85.85191,333,1,99.88,Road Transport and Highways,0.0
PRJ-OD-1166,Bhubaneswar Multi-Modal Logistics Park,Odisha,Bhubaneswar,Social Impact Assessment (SIA),2023-11-04,2025-05-22,2026-02-12,565,22.0,1,In Progress,2228,765.99,20.35331,85.7676,266,1,99.88,Road Transport and Highways,0.0
PRJ-OD-1167,Bhubaneswar Multi-Modal Logistics Park,Odisha,Bhubaneswar,Award of Compensation (Section 23/30),2024-06-26,2025-05-09,2025-08-11,317,79.1,1,Completed,1069,1451.2,20.35164,85.75929,94,1,99.88,Road Transport and Highways,0.0
PRJ-UT-1168,Kanpur Multi-Modal Logistics Park,Uttar Pradesh,Kanpur,Possession & Physical Transfer,2023-02-10,2023-10-22,2024-04-14,254,91.8,1,Completed,3144,780.35,26.40332,80.39703,175,1,96.79,Road Transport and Highways,0.0
PRJ-UT-1169,Varanasi High-Speed Rail Corridor,Uttar Pradesh,Varanasi,Possession & Physical Transfer,2024-05-05,2025-07-07,2026-06-06,428,97.9,1,Completed,2907,2480.35,25.36168,82.95481,334,1,96.79,Road Transport and Highways,0.0
PRJ-TA-1170,Chennai Metro Rail Phase-II,Tamil Nadu,Chennai,Section 11 Notification,2024-06-09,2026-04-29,2027-03-02,689,40.2,1,Pending,2984,1711.11,13.06201,80.25693,307,1,99.92,Road Transport and Highways,0.0
PRJ-UT-1171,Kanpur River Valley Hydro Irrigation Link,Uttar Pradesh,Kanpur,Award of Compensation (Section 23/30),2024-08-16,2026-04-15,2026-12-29,607,67.1,1,In Progress,828,1138.89,26.44979,80.35664,258,1,96.79,Road Transport and Highways,0.0
PRJ-UT-1172,Kanpur Greenfield Airport Access Highway,Uttar Pradesh,Kanpur,Possession & Physical Transfer,2024-05-17,2026-02-27,2026-09-26,651,93.0,1,Completed,1467,713.58,26.5166,80.33864,211,1,96.79,Road Transport and Highways,0.0
PRJ-RA-1173,Jodhpur National Highway Expansion,Rajasthan,Jodhpur,Section 4 - Preliminary Notification,2023-02-19,2023-08-24,2024-05-01,186,10.6,1,Pending,2608,1531.51,26.16036,73.02522,251,1,97.33,Road Transport and Highways,0.0
PRJ-BI-1174,Patna Smart City Bypass,Bihar,Patna,Section 19 Declaration (R&R Scheme),2024-05-14,2024-11-26,2026-05-17,196,30.8,1,In Progress,2284,172.15,25.59982,85.10347,537,1,99.55,Road Transport and Highways,0.0
PRJ-OD-1175,Bhubaneswar Expressway Link Road,Odisha,Bhubaneswar,Section 4 - Preliminary Notification,2023-04-09,2025-03-25,2025-03-25,716,3.8,0,Pending,811,648.81,20.27281,85.87169,0,0,99.88,Road Transport and Highways,0.0
PRJ-KA-1176,Bengaluru Urban Multi-Modal Logistics Park,Karnataka,Bengaluru Urban,Section 19 Declaration (R&R Scheme),2024-08-01,2025-10-04,2026-03-08,429,67.3,1,Pending,950,3467.28,12.9962,77.65192,155,1,95.73,Road Transport and Highways,0.0
PRJ-KA-1177,Mysuru Multi-Modal Logistics Park,Karnataka,Mysuru,Award of Compensation (Section 23/30),2024-05-02,2024-12-25,2025-06-09,237,72.5,1,Completed,2903,2283.11,12.31899,76.6124,166,1,95.73,Road Transport and Highways,0.0
PRJ-UT-1178,Lucknow Dedicated Freight Corridor,Uttar Pradesh,Lucknow,Possession & Physical Transfer,2024-08-03,2026-05-31,2026-05-31,666,82.0,0,Completed,329,1058.17,26.872,80.8949,0,0,96.79,Road Transport and Highways,0.0
PRJ-MA-1179,Pune Dedicated Freight Corridor,Maharashtra,Pune,Award of Compensation (Section 23/30),2023-05-28,2025-01-04,2025-06-08,587,60.8,1,Completed,1250,3261.73,18.54873,73.86319,155,1,99.96,Road Transport and Highways,0.0
PRJ-MA-1180,Thane River Valley Hydro Irrigation Link,Maharashtra,Thane,Possession & Physical Transfer,2023-12-21,2024-08-11,2024-08-12,234,83.5,0,Completed,975,477.25,19.29108,72.96157,1,0,99.96,Road Transport and Highways,0.0
PRJ-MA-1181,Pune Metro Rail Phase-II,Maharashtra,Pune,Section 19 Declaration (R&R Scheme),2024-05-17,2025-07-04,2025-12-03,413,60.6,1,In Progress,1562,1341.97,18.45411,73.87568,152,1,99.96,Road Transport and Highways,0.0
PRJ-UT-1182,Kanpur Expressway Link Road,Uttar Pradesh,Kanpur,Section 19 Declaration (R&R Scheme),2023-06-07,2025-01-05,2025-03-30,578,72.4,1,In Progress,461,1210.87,26.42749,80.29506,84,1,96.79,Road Transport and Highways,0.0
PRJ-GU-1183,Vadodara Multi-Modal Logistics Park,Gujarat,Vadodara,Section 19 Declaration (R&R Scheme),2024-07-24,2026-06-28,2027-01-08,704,54.9,1,In Progress,132,1516.95,22.36539,73.10317,194,1,99.99,Road Transport and Highways,0.0
PRJ-MA-1184,Thane River Valley Hydro Irrigation Link,Maharashtra,Thane,Social Impact Assessment (SIA),2024-08-08,2026-07-22,2027-04-17,713,10.4,1,In Progress,1584,718.1,19.2172,72.90822,269,1,99.96,Road Transport and Highways,0.0
PRJ-TA-1185,Chennai Greenfield Airport Access Highway,Tamil Nadu,Chennai,Section 4 - Preliminary Notification,2024-01-05,2025-03-17,2025-09-30,437,8.9,1,Pending,2977,3313.14,13.03399,80.20782,197,1,99.92,Road Transport and Highways,0.0
PRJ-TA-1186,Coimbatore Smart City Bypass,Tamil Nadu,Coimbatore,Section 19 Declaration (R&R Scheme),2023-12-04,2025-08-25,2026-02-14,630,36.1,0,Completed,2691,1271.37,11.03331,76.98705,173,1,99.92,Road Transport and Highways,0.0
PRJ-KA-1187,Mysuru Industrial Corridor Node,Karnataka,Mysuru,Section 11 Notification,2024-05-17,2025-07-19,2025-10-24,428,26.8,0,Pending,1173,1241.72,12.36493,76.59137,97,1,95.73,Road Transport and Highways,0.0
PRJ-AN-1188,Visakhapatnam National Highway Expansion,Andhra Pradesh,Visakhapatnam,Possession & Physical Transfer,2024-04-17,2025-05-16,2025-05-16,394,76.7,0,Completed,1218,1618.82,17.73401,83.24618,0,0,98.75,Road Transport and Highways,0.0
PRJ-BI-1189,Patna Metro Rail Phase-II,Bihar,Patna,Social Impact Assessment (SIA),2023-09-16,2024-08-18,2025-08-22,337,24.8,1,In Progress,1569,2546.04,25.60726,85.1431,369,1,99.55,Road Transport and Highways,0.0
PRJ-MA-1190,Nagpur Industrial Corridor Node,Maharashtra,Nagpur,Possession & Physical Transfer,2024-07-03,2025-03-27,2025-05-12,267,83.9,0,Completed,1041,516.39,21.07289,79.16558,46,1,99.96,Road Transport and Highways,0.0
PRJ-BI-1191,Patna Multi-Modal Logistics Park,Bihar,Patna,Section 11 Notification,2024-03-16,2024-12-29,2025-06-13,288,37.4,0,Pending,1084,185.34,25.58542,85.12018,166,1,99.55,Road Transport and Highways,0.0
PRJ-RA-1192,Jodhpur Expressway Link Road,Rajasthan,Jodhpur,Section 11 Notification,2023-01-26,2024-11-30,2025-06-06,674,17.6,0,Pending,1728,500.24,26.21463,72.99919,188,1,97.33,Road Transport and Highways,0.0
PRJ-KA-1193,Bengaluru Urban Greenfield Airport Access Highway,Karnataka,Bengaluru Urban,Section 4 - Preliminary Notification,2024-03-24,2025-12-27,2026-05-29,643,10.7,1,Pending,1254,1218.35,12.89521,77.56949,153,1,95.73,Road Transport and Highways,0.0
PRJ-GU-1194,Vadodara Dedicated Freight Corridor,Gujarat,Vadodara,Award of Compensation (Section 23/30),2023-06-28,2024-06-05,2024-10-12,343,60.4,0,Completed,1771,1258.82,22.32796,73.13102,129,1,99.99,Road Transport and Highways,0.0
PRJ-KA-1195,Mysuru National Highway Expansion,Karnataka,Mysuru,Possession & Physical Transfer,2023-07-22,2025-04-22,2026-02-14,640,80.4,1,Completed,1617,2133.88,12.3284,76.68676,298,1,95.73,Road Transport and Highways,0.0
PRJ-GU-1196,Vadodara Industrial Corridor Node,Gujarat,Vadodara,Section 11 Notification,2023-07-21,2025-04-29,2025-07-17,648,30.8,0,In Progress,2772,531.75,22.32272,73.19901,79,1,99.99,Road Transport and Highways,0.0
PRJ-KA-1197,Bengaluru Urban Industrial Corridor Node,Karnataka,Bengaluru Urban,Section 19 Declaration (R&R Scheme),2023-06-26,2024-10-22,2026-02-24,484,36.0,1,Pending,2442,3227.59,12.92977,77.53331,490,1,95.73,Road Transport and Highways,0.0
PRJ-OD-1198,Bhubaneswar Smart City Bypass,Odisha,Bhubaneswar,Social Impact Assessment (SIA),2024-08-11,2026-03-06,2026-12-01,572,18.9,1,Pending,2018,1567.18,20.30489,85.82284,270,1,99.88,Road Transport and Highways,0.0
PRJ-MA-1199,Bhopal National Highway Expansion,Madhya Pradesh,Bhopal,Section 11 Notification,2023-01-10,2024-11-16,2025-04-01,676,30.2,0,In Progress,1597,607.39,23.24536,77.41128,136,1,99.97,Road Transport and Highways,0.0
PRJ-RA-1200,Jaipur Expressway Link Road,Rajasthan,Jaipur,Section 4 - Preliminary Notification,2024-08-01,2025-02-28,2025-03-18,211,4.1,0,Pending,928,2816.2,26.91842,75.73421,18,0,97.33,Road Transport and Highways,0.0
PRJ-MOSPI-2001,Interim Terminal Building at Vijayawada Airport,Andhra Pradesh,Krishna,Possession & Physical Transfer,2020-04-01,2023-03-01,2023-03-01,1064,95.0,0,Completed,917,611.8,16.5305,80.7968,0,0,98.75,Civil Aviation,0.0
PRJ-MOSPI-2002,Ext and Str. of Existing Runway 08/26 at Tirupati Airport,Andhra Pradesh,Chittoor,Section 19 Declaration (R&R Scheme),2017-08-01,2020-02-01,2021-12-01,914,55.4,1,In Progress,265,177.1,13.6324,79.5434,669,1,98.75,Civil Aviation,0.0
PRJ-MOSPI-2003,Construction of Permanent Campus for IISER at Jangalapalli,Andhra Pradesh,Chittoor,Award of Compensation (Section 23/30),2019-09-01,2022-09-01,2023-01-01,1096,90.0,1,In Progress,883,588.72,13.6828,79.51,122,1,98.75,Higher Education,0.0
PRJ-MOSPI-2004,Construction of Permanent Campus for NITAP Phase 1b at Tadepalligudem,Andhra Pradesh,West Godavari,Section 19 Declaration (R&R Scheme),2019-02-01,2020-09-01,2022-06-01,578,57.5,1,In Progress,279,205.0,16.815,81.527,638,1,98.75,Higher Education,10.2
PRJ-MOSPI-2005,Construction of Permanent Campus for IIT Tirupati at Merlapaka,Andhra Pradesh,Chittoor,Section 19 Declaration (R&R Scheme),2019-02-01,2020-06-01,2022-12-01,486,39.1,1,In Progress,983,655.34,13.6288,79.4192,913,1,98.75,Higher Education,0.0
PRJ-MOSPI-2006,"Residential Complex and OPD Block, AIIMS Mangalagiri",Andhra Pradesh,Guntur,Section 19 Declaration (R&R Scheme),2017-08-01,2019-03-01,2021-03-01,577,51.3,1,In Progress,408,272.54,16.435,80.56,731,1,98.75,Health and Family Welfare,0.1
PRJ-MOSPI-2007,Hospital and Teaching Block - AIIMS Guntur,Andhra Pradesh,Guntur,Award of Compensation (Section 23/30),2018-03-01,2020-06-01,2021-06-01,823,81.8,1,In Progress,901,601.02,16.44,80.57,365,1,98.75,Health and Family Welfare,0.0
PRJ-MOSPI-2008,Development of Coastal Terminal at Krishnapatnam Port,Andhra Pradesh,Nellore,Section 19 Declaration (R&R Scheme),2017-07-01,2021-02-01,2023-03-01,1311,49.5,1,In Progress,870,580.2,14.25,80.12,758,1,98.75,Petroleum,0.0
PRJ-MOSPI-2009,Sulphur Forming Unit in SRU,Andhra Pradesh,Visakhapatnam,Possession & Physical Transfer,2020-10-01,2021-08-01,2021-08-01,304,95.0,0,Completed,316,210.94,17.6868,83.2185,0,0,98.75,Petroleum,0.0
PRJ-MOSPI-2010,RUF Pitch Loading Gantry,Andhra Pradesh,Visakhapatnam,Possession & Physical Transfer,2020-10-01,2022-11-01,2022-11-01,761,95.0,0,Completed,498,332.61,17.69,83.22,0,0,98.75,Petroleum,0.0
PRJ-MOSPI-2011,220 KV Grid Supply Visakhapatnam,Andhra Pradesh,Visakhapatnam,Award of Compensation (Section 23/30),2020-10-01,2021-03-01,2021-08-01,151,90.0,1,In Progress,455,303.4,17.7,83.21,153,1,98.75,Petroleum,0.0
PRJ-MOSPI-2012,SWRO II with LLPH Facilities,Andhra Pradesh,Visakhapatnam,Section 19 Declaration (R&R Scheme),2019-09-01,2020-07-01,2021-09-01,304,71.5,1,In Progress,294,196.26,17.695,83.225,427,1,98.75,Petroleum,0.0
PRJ-MOSPI-2013,Visakh Refinery Modernisation Project (VRMP),Andhra Pradesh,Visakhapatnam,Section 19 Declaration (R&R Scheme),2016-07-01,2020-07-01,2022-07-01,1461,51.3,1,In Progress,6000,26264.0,17.71,83.23,730,1,98.75,Petroleum,25.5
PRJ-MOSPI-2014,LPG BP Project Chittoor,Andhra Pradesh,Chittoor,Possession & Physical Transfer,2019-07-01,2022-07-01,2022-07-01,1096,95.0,0,Completed,250,167.0,13.2172,79.1003,0,0,98.75,Petroleum,0.0
